Date,Name,Year,Letterboxd URI
2020-02-14,Parasite,2019,https://boxd.it/hTha
2020-02-14,Jojo Rabbit,2019,https://boxd.it/iEBG
2020-02-14,Joker,2019,https://boxd.it/h4cS
2020-02-14,The Lighthouse,2019,https://boxd.it/icFU
2020-02-14,Once Upon a Time... in Hollywood,2019,https://boxd.it/gH0O
